FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Apopka,2024-01-02,53.45,45.83,62.6,62.86,60.35,65.39,43.69,72,0.0,0.0,172.15,4.87,0.09,16.71,2,1019,96,48.41,2024,1,2,1,1,1,Winter,16.770000000000003,5.039999999999999,Mild,49.517720000000004,16.62,Calm,53.45,No Rain,0,0.0,Humid,Dry,Low,84.1355647601961,1.0223,72.3688594890511,0.15990875912408758,-18.9188594890511,3848.4,0.0
Apopka,2024-01-03,56.66,44.41,68.81,62.14,59.38,65.12,49.95,79,0.0,0.0,128.25,4.38,0.07,17.63,105,1016,96,52.9,2024,1,3,2,1,1,Winter,24.400000000000006,5.740000000000002,Mild,53.182261999999994,17.56,Calm,56.66,No Rain,0,0.0,Humid,Dry,Low,89.51135896974003,0.8422000000000002,72.3688594890511,0.15990875912408758,-15.708859489051108,4476.139999999999,0.0
Apopka,2024-01-04,56.03,47.17,62.31,64.04,62.87,65.95,48.85,78,0.0,0.0,133.41,6.17,0.09,20.29,30,1014,96,52.06,2024,1,4,3,1,1,Winter,15.14,3.0800000000000054,Mild,52.434122,20.2,Light,56.03,No Rain,0,0.0,Humid,Dry,Low,87.26952650350654,0.9452999999999999,72.3688594890511,0.15990875912408758,-16.338859489051103,4370.34,0.0
Apopka,2024-01-05,60.0,47.01,72.34,62.78,59.77,66.16,51.09,74,0.0,0.0,155.73,8.3,1.41,23.98,79,1016,96,54.89,2024,1,5,4,1,1,Winter,25.330000000000005,6.3899999999999935,Mild,57.558,22.57,Light,60.0,No Rain,0,0.0,Humid,Comfortable,Low,80.96902102208159,0.8320000000000001,72.3688594890511,0.15990875912408758,-12.368859489051104,4440.0,0.0
Apopka,2024-01-06,68.52,63.3,77.83,66.13,64.62,68.58,64.97,89,0.35,0.05,112.24,8.56,0.25,25.93,204,1009,96,66.16,2024,1,6,5,1,1,Winter,14.530000000000001,3.9599999999999937,Mild,68.085324,25.68,Light,68.52,Moderate,1,0.2,Very Humid,Sticky,Low,83.20376979407386,1.1164,72.3688594890511,0.15990875912408758,-3.848859489051108,6098.28,2.996
Apopka,2024-01-07,59.25,48.78,67.73,65.67,64.11,67.39,50.24,74,0.01,0.01,142.64,6.1,0.16,18.3,317,1016,96,54.14,2024,1,7,6,1,1,Winter,18.950000000000003,3.280000000000001,Mild,56.62485,18.14,Light,59.25,Light,1,0.04,Humid,Comfortable,Low,86.65269196722218,0.8015,72.3688594890511,0.15990875912408758,-13.118859489051104,4384.5,0.061
Apopka,2024-01-08,58.17,46.67,66.96,62.58,60.98,64.36,51.7,79,0.0,0.0,44.77,7.46,0.47,27.67,77,1018,96,54.46,2024,1,8,0,1,2,Winter,20.289999999999992,3.3800000000000026,Mild,55.085919000000004,27.200000000000003,Light,58.17,No Rain,0,0.0,Humid,Comfortable,Low,85.64697742558613,0.8898999999999999,72.3688594890511,0.15990875912408758,-14.198859489051102,4595.43,0.0
Apopka,2024-01-09,67.84,56.75,77.9,65.09,63.61,67.24,63.17,86,0.85,0.4,43.16,10.26,0.69,39.01,181,1007,96,64.78,2024,1,9,1,1,2,Winter,21.150000000000006,3.6299999999999955,Mild,67.22699200000001,38.32,Moderate,67.84,Heavy,1,1.6,Very Humid,Sticky,Low,80.1159877889924,2.2184,72.3688594890511,0.15990875912408758,-4.528859489051101,5834.240000000001,8.721
Apopka,2024-01-10,55.06,46.83,61.75,63.43,61.16,65.35,46.16,73,0.0,0.0,175.88,7.05,0.02,23.71,290,1012,96,50.3,2024,1,10,2,1,2,Winter,14.920000000000002,4.189999999999998,Mild,51.460954,23.69,Light,55.06,No Rain,0,0.0,Humid,Dry,Low,80.79555212997761,1.029,72.3688594890511,0.15990875912408758,-17.308859489051102,4019.38,0.0
Apopka,2024-01-11,53.19,42.88,62.15,60.96,58.5,63.12,46.85,80,0.0,0.0,92.49,4.06,0.07,14.09,68,1015,96,49.8,2024,1,11,3,1,2,Winter,19.269999999999996,4.619999999999997,Mild,48.752159999999996,14.02,Calm,53.19,No Rain,0,0.0,Humid,Dry,Low,87.11481206398491,1.0029000000000001,72.3688594890511,0.15990875912408758,-19.178859489051106,4255.2,0.0
Apopka,2024-01-12,67.48,56.07,78.04,63.76,61.86,66.9,65.06,92,0.43,0.18,65.82,6.34,0.38,22.26,160,1009,96,65.87,2024,1,12,4,1,2,Winter,21.970000000000006,5.040000000000006,Mild,66.714928,21.880000000000003,Light,67.48,Moderate,1,0.72,Very Humid,Uncomfortable,Low,86.70686302159277,1.2395999999999998,72.3688594890511,0.15990875912408758,-4.8888594890511,6208.160000000001,2.7262
Apopka,2024-01-13,61.48,49.32,74.08,66.55,63.99,67.41,49.14,67,0.0,0.0,91.06,7.51,0.02,24.61,307,1011,96,54.52,2024,1,13,5,1,2,Winter,24.759999999999998,3.4199999999999946,Mild,59.596227999999996,24.59,Light,61.48,No Rain,0,0.0,Humid,Dry,Low,79.25129537192007,0.7264000000000002,72.3688594890511,0.15990875912408758,-10.888859489051107,4119.16,0.0
Apopka,2024-01-14,51.04,47.75,57.13,61.63,60.37,63.9,42.35,73,0.0,0.0,41.02,4.75,0.11,14.09,37,1018,96,46.66,2024,1,14,6,1,2,Winter,9.380000000000003,3.530000000000001,Mild,46.472536,13.98,Calm,51.04,No Rain,0,0.0,Humid,Dry,Low,83.03837917452904,1.1380000000000001,72.3688594890511,0.15990875912408758,-21.328859489051105,3725.92,0.0
Apopka,2024-01-15,61.87,49.96,75.61,61.84,59.45,65.12,59.15,91,0.08,0.04,78.25,3.7,0.0,14.79,104,1015,96,60.17,2024,1,15,0,1,3,Winter,25.65,5.670000000000002,Mild,59.428560999999995,14.79,Calm,61.87,Light,1,0.16,Very Humid,Comfortable,Low,83.77254857219084,0.7145000000000002,72.3688594890511,0.15990875912408758,-10.498859489051107,5630.17,0.29600000000000004
Apopka,2024-01-16,67.38,59.14,74.21,66.2,64.89,67.87,65.8,95,0.12,0.07,63.08,7.02,0.07,21.12,229,1010,96,66.32,2024,1,16,1,1,3,Winter,15.069999999999993,2.980000000000004,Mild,66.55863,21.05,Light,67.38,Moderate,1,0.28,Very Humid,Uncomfortable,Low,82.6885850011518,0.6518000000000002,72.3688594890511,0.15990875912408758,-4.988859489051109,6401.099999999999,0.8423999999999999
Apopka,2024-01-17,47.97,38.85,58.84,63.54,61.09,66.63,38.01,70,0.0,0.0,168.51,6.62,0.13,20.2,10,1020,96,43.28,2024,1,17,2,1,3,Winter,19.990000000000002,5.539999999999992,Cold,42.88107,20.07,Light,44.92793780348529,No Rain,0,0.0,Humid,Dry,Low,75.66742343276253,1.3663,72.3688594890511,0.15990875912408758,-24.398859489051105,3357.9,0.0
Apopka,2024-01-18,54.91,41.87,70.79,61.05,58.71,63.73,51.43,88,0.17,0.16,62.26,4.53,0.02,16.6,354,1018,96,52.94,2024,1,18,3,1,3,Winter,28.92000000000001,5.019999999999996,Mild,50.527863999999994,16.580000000000002,Calm,54.91,Moderate,1,0.64,Very Humid,Comfortable,Low,83.96183004708664,1.2757000000000003,72.3688594890511,0.15990875912408758,-17.458859489051108,4832.08,0.7701000000000001
Apopka,2024-01-19,59.99,54.21,72.05,63.22,61.2,65.61,56.96,90,0.03,0.01,113.31,4.14,0.27,21.45,270,1014,96,58.15,2024,1,19,4,1,3,Winter,17.839999999999996,4.409999999999997,Mild,57.017030000000005,21.18,Calm,59.99,Light,1,0.04,Very Humid,Comfortable,Low,84.55581318335774,0.7261,72.3688594890511,0.15990875912408758,-12.378859489051102,5399.1,0.12419999999999999
Apopka,2024-01-20,48.14,39.69,56.75,61.05,58.41,63.54,32.26,56,0.0,0.0,187.47,5.68,0.09,15.68,355,1021,96,41.19,2024,1,20,5,1,3,Winter,17.060000000000002,5.130000000000003,Cold,44.100272000000004,15.59,Light,45.62879510082626,No Rain,0,0.0,Comfortable,Dry,Low,68.7688238962786,1.3202,72.3688594890511,0.15990875912408758,-24.228859489051104,2695.84,0.0
Apopka,2024-01-21,44.53,33.12,56.82,58.19,54.88,61.27,34.1,68,0.0,0.0,192.45,8.52,0.25,24.81,27,1027,96,39.94,2024,1,21,6,1,3,Winter,23.700000000000003,6.390000000000001,Cold,38.814532,24.56,Light,39.86838371128749,No Rain,0,0.0,Humid,Dry,Low,66.92503873718539,1.6142999999999998,72.3688594890511,0.15990875912408758,-27.838859489051103,3028.04,0.0
Apopka,2024-01-22,54.11,41.5,68.47,58.62,56.1,61.25,49.73,86,0.0,0.0,81.61,5.39,0.02,22.77,61,1027,96,51.68,2024,1,22,0,1,4,Winter,26.97,5.149999999999999,Mild,49.600418,22.75,Light,54.11,No Rain,0,0.0,Very Humid,Dry,Low,85.43641524035993,1.0101,72.3688594890511,0.15990875912408758,-18.258859489051105,4653.46,0.0
Apopka,2024-01-23,66.8,58.53,74.8,62.71,60.6,65.97,60.51,81,0.0,0.0,102.8,6.75,0.11,21.14,98,1023,96,62.78,2024,1,23,1,1,4,Winter,16.269999999999996,5.369999999999997,Mild,65.94463999999999,21.03,Light,66.8,No Rain,0,0.0,Very Humid,Sticky,Low,92.7147075528977,0.43000000000000016,72.3688594890511,0.15990875912408758,-5.568859489051107,5410.8,0.0
Apopka,2024-01-24,70.84,63.7,79.7,66.5,64.06,69.94,65.52,84,0.0,0.0,134.76,6.98,0.83,24.43,111,1021,96,67.27,2024,1,24,2,1,4,Winter,16.0,5.8799999999999955,Warm,71.07284800000001,23.6,Light,70.84,No Rain,0,0.0,Very Humid,Uncomfortable,Low,91.27120220268166,0.32120000000000015,72.3688594890511,0.15990875912408758,-1.5288594890511007,5950.56,0.0
Apopka,2024-01-25,72.95,63.84,83.84,69.41,66.54,72.97,66.92,83,0.0,0.0,166.31,5.16,0.09,20.69,131,1019,96,68.84,2024,1,25,3,1,4,Winter,20.0,6.429999999999993,Warm,73.758005,20.6,Light,72.95,No Rain,0,0.0,Very Humid,Uncomfortable,Low,95.76433560397157,0.3539000000000001,72.3688594890511,0.15990875912408758,0.5811405109488987,6054.85,0.0
Apopka,2024-01-26,71.65,65.12,80.56,70.79,68.94,72.73,67.26,87,0.0,0.0,94.05,3.45,0.02,16.2,142,1019,96,68.65,2024,1,26,4,1,4,Winter,15.439999999999998,3.7900000000000063,Warm,72.123715,16.18,Calm,71.65,No Rain,0,0.0,Very Humid,Uncomfortable,Low,89.56292299724156,0.2205000000000003,72.3688594890511,0.15990875912408758,-0.7188594890510984,6233.55,0.0
Apopka,2024-01-27,73.01,64.06,83.55,71.29,68.72,74.25,66.24,81,0.0,0.0,151.2,4.87,0.02,18.66,179,1016,96,68.42,2024,1,27,5,1,4,Winter,19.489999999999995,5.530000000000001,Warm,73.81457300000001,18.64,Calm,73.01,No Rain,0,0.0,Very Humid,Uncomfortable,Low,96.82830051167562,0.3453000000000003,72.3688594890511,0.15990875912408758,0.641140510948901,5913.81,0.0
Apopka,2024-01-28,64.82,54.61,71.69,71.59,69.94,73.11,58.1,80,0.0,0.0,147.51,10.49,1.12,26.15,262,1013,96,60.64,2024,1,28,6,1,4,Winter,17.08,3.1700000000000017,Mild,63.452479999999994,25.029999999999998,Moderate,64.82,No Rain,0,0.0,Humid,Comfortable,Low,81.78156015314752,0.6786000000000003,72.3688594890511,0.15990875912408758,-7.548859489051111,5185.599999999999,0.0
Apopka,2024-01-29,52.31,46.03,59.76,67.35,64.83,69.8,44.28,75,0.0,0.0,192.11,8.46,0.13,22.93,307,1016,96,48.15,2024,1,29,0,1,5,Winter,13.729999999999997,4.969999999999999,Mild,47.931725,22.8,Light,52.31,No Rain,0,0.0,Humid,Dry,Low,76.58385399519543,1.2228999999999999,72.3688594890511,0.15990875912408758,-20.058859489051102,3923.25,0.0
Apopka,2024-01-30,54.12,41.74,65.17,65.2,61.93,68.32,44.43,73,0.08,0.05,183.54,4.76,0.09,18.95,294,1017,96,49.06,2024,1,30,1,1,5,Winter,23.43,6.3899999999999935,Mild,50.29450799999999,18.86,Calm,54.12,Light,1,0.2,Humid,Dry,Low,84.91918732084297,1.1444,72.3688594890511,0.15990875912408758,-18.248859489051107,3950.7599999999998,0.38079999999999997
Apopka,2024-01-31,57.9,48.79,70.39,65.41,62.62,68.7,45.85,67,0.0,0.0,201.45,7.7,0.43,24.29,291,1015,96,51.41,2024,1,31,2,1,5,Winter,21.6,6.080000000000005,Mild,55.224689999999995,23.86,Light,57.9,No Rain,0,0.0,Humid,Dry,Moderate,76.5677442643092,0.913,72.3688594890511,0.15990875912408758,-14.468859489051106,3879.2999999999997,0.0
Apopka,2024-02-01,54.21,43.07,65.53,64.56,61.21,67.95,44.25,71,0.0,0.0,199.61,4.88,0.05,13.71,14,1017,96,49.01,2024,2,1,3,1,5,Winter,22.46,6.740000000000002,Mild,50.510403000000004,13.66,Calm,54.21,No Rain,0,0.0,Humid,Dry,Low,83.93336988020248,0.9846999999999999,72.3688594890511,0.15990875912408758,-18.158859489051103,3848.91,0.0
Apopka,2024-02-02,57.1,47.14,69.24,65.17,62.01,68.86,48.31,75,0.0,0.0,199.06,3.56,0.02,17.02,291,1013,96,52.25,2024,2,2,4,1,5,Winter,22.099999999999994,6.850000000000001,Mild,53.907250000000005,17.0,Calm,57.1,No Rain,0,0.0,Humid,Dry,Low,84.74024790908551,0.7873999999999999,72.3688594890511,0.15990875912408758,-15.268859489051103,4282.5,0.0
Apopka,2024-02-03,59.0,42.52,74.23,65.24,61.47,68.99,49.88,75,0.0,0.0,200.57,4.19,0.02,14.79,66,1009,96,53.85,2024,2,3,5,1,5,Winter,31.71,7.519999999999996,Mild,56.2775,14.77,Calm,59.0,No Rain,0,0.0,Humid,Dry,Moderate,87.64008799970519,0.7176,72.3688594890511,0.15990875912408758,-13.368859489051104,4425.0,0.0
Apopka,2024-02-04,65.38,60.66,72.34,66.55,65.62,67.89,59.62,82,0.04,0.02,90.77,7.03,0.49,25.99,151,1001,96,61.74,2024,2,4,6,1,5,Winter,11.680000000000007,2.269999999999996,Mild,64.12982799999999,25.5,Light,65.38,Light,1,0.08,Very Humid,Comfortable,Low,90.39234130073038,0.5922000000000002,72.3688594890511,0.15990875912408758,-6.988859489051109,5361.16,0.2812
Apopka,2024-02-05,57.97,50.29,67.39,65.28,63.32,67.15,52.49,83,0.01,0.01,113.26,5.8,0.0,22.59,72,999,96,54.8,2024,2,5,0,1,6,Winter,17.1,3.8300000000000054,Mild,54.674983,22.59,Light,57.97,Light,1,0.04,Very Humid,Comfortable,Low,88.67715337757453,0.8535,72.3688594890511,0.15990875912408758,-14.398859489051105,4811.51,0.057999999999999996
Apopka,2024-02-06,56.43,50.0,66.99,65.85,63.39,68.95,44.9,67,0.0,0.0,211.27,9.7,0.6,26.37,350,1006,96,50.32,2024,2,6,1,1,6,Winter,16.989999999999995,5.560000000000002,Mild,53.429673,25.77,Light,56.43,No Rain,0,0.0,Humid,Dry,Moderate,70.10624078913818,1.0665,72.3688594890511,0.15990875912408758,-15.938859489051104,3780.81,0.0
Apopka,2024-02-07,54.8,45.76,67.39,64.99,61.74,68.63,45.52,72,0.0,0.0,211.31,7.62,0.11,19.37,27,1017,96,49.88,2024,2,7,2,1,6,Winter,21.630000000000003,6.8899999999999935,Mild,51.18848,19.26,Light,54.8,No Rain,0,0.0,Humid,Dry,Moderate,78.36235240635845,1.0648000000000002,72.3688594890511,0.15990875912408758,-17.568859489051107,3945.6,0.0
Apopka,2024-02-08,58.87,44.94,72.12,65.0,62.19,67.89,50.91,77,0.0,0.0,136.58,5.58,0.27,17.31,63,1020,96,54.33,2024,2,8,3,1,6,Winter,27.180000000000007,5.700000000000003,Mild,56.041866999999996,17.04,Light,58.87,No Rain,0,0.0,Humid,Comfortable,Low,89.9360305314394,0.7797000000000001,72.3688594890511,0.15990875912408758,-13.498859489051107,4532.99,0.0
Apopka,2024-02-09,63.67,52.39,75.36,66.27,63.18,70.3,55.61,78,0.0,0.0,163.27,3.79,0.05,16.96,146,1020,96,58.79,2024,2,9,4,1,6,Winter,22.97,7.119999999999997,Mild,62.040658,16.91,Calm,63.67,No Rain,0,0.0,Humid,Comfortable,Low,91.39600642855146,0.4680999999999999,72.3688594890511,0.15990875912408758,-8.698859489051102,4966.26,0.0
Apopka,2024-02-10,66.95,53.96,78.69,68.17,65.07,71.85,56.41,72,0.0,0.0,172.96,4.1,0.0,19.66,154,1017,96,60.47,2024,2,10,5,1,6,Winter,24.729999999999997,6.780000000000001,Mild,66.22532000000001,19.66,Calm,66.95,No Rain,0,0.0,Humid,Comfortable,Low,90.10993575598556,0.31649999999999984,72.3688594890511,0.15990875912408758,-5.418859489051101,4820.400000000001,0.0
Apopka,2024-02-11,73.01,65.82,82.8,70.89,68.32,74.41,63.2,73,0.0,0.0,181.38,5.78,0.09,21.18,184,1013,96,66.53,2024,2,11,6,1,6,Winter,16.980000000000004,6.090000000000003,Warm,73.73510900000001,21.09,Light,73.01,No Rain,0,0.0,Humid,Sticky,Low,91.35409271216972,0.38170000000000026,72.3688594890511,0.15990875912408758,0.641140510948901,5329.7300000000005,0.0
Apopka,2024-02-12,72.95,65.75,81.79,72.01,69.91,74.26,65.76,80,0.03,0.02,140.7,8.14,0.43,25.68,201,1008,96,68.1,2024,2,12,0,1,7,Winter,16.040000000000006,4.3500000000000085,Warm,73.7288,25.25,Light,72.95,Light,1,0.08,Humid,Uncomfortable,Low,89.51626169498725,0.5331000000000001,72.3688594890511,0.15990875912408758,0.5811405109488987,5836.0,0.2442
Apopka,2024-02-13,62.19,52.9,69.12,71.32,69.39,73.44,53.18,73,0.0,0.0,164.43,9.83,0.92,25.52,288,1012,96,56.88,2024,2,13,1,1,7,Winter,16.220000000000006,4.049999999999997,Mild,60.308571,24.599999999999998,Light,62.19,No Rain,0,0.0,Humid,Comfortable,Low,77.33270282784085,0.7837000000000001,72.3688594890511,0.15990875912408758,-10.178859489051106,4539.87,0.0
Apopka,2024-02-14,57.23,44.01,70.61,68.55,64.76,72.34,44.27,65,0.0,0.0,230.86,5.27,0.02,14.34,29,1019,96,50.39,2024,2,14,2,1,7,Winter,26.6,7.579999999999998,Mild,54.490835,14.32,Light,57.23,No Rain,0,0.0,Humid,Dry,Moderate,81.5663252658477,0.8493000000000002,72.3688594890511,0.15990875912408758,-15.138859489051107,3719.95,0.0
Apopka,2024-02-15,61.72,50.61,73.81,68.57,66.0,71.69,52.67,75,0.0,0.0,145.0,3.92,0.05,11.97,72,1019,96,56.42,2024,2,15,3,1,7,Winter,23.200000000000003,5.689999999999998,Mild,59.6707,11.92,Calm,61.72,No Rain,0,0.0,Humid,Comfortable,Low,88.5235192210846,0.5708,72.3688594890511,0.15990875912408758,-10.648859489051105,4629.0,0.0
Apopka,2024-02-16,64.65,55.09,74.55,69.45,66.63,72.72,58.21,81,0.0,0.0,148.35,3.69,0.09,13.4,290,1015,96,60.64,2024,2,16,4,1,7,Winter,19.459999999999994,6.090000000000003,Mild,63.21994500000001,13.31,Calm,64.65,No Rain,0,0.0,Very Humid,Comfortable,Low,92.29005835406687,0.41509999999999975,72.3688594890511,0.15990875912408758,-7.718859489051098,5236.650000000001,0.0
Apopka,2024-02-17,57.42,50.68,63.77,68.15,65.75,71.44,55.47,94,1.47,0.11,16.89,3.74,0.02,18.32,37,1010,96,56.26,2024,2,17,5,1,7,Winter,13.090000000000003,5.689999999999998,Mild,53.517684,18.3,Calm,57.42,Very Heavy,1,0.44,Very Humid,Comfortable,Low,79.14509399287064,3.7186,72.3688594890511,0.15990875912408758,-14.948859489051102,5397.4800000000005,5.4978
Apopka,2024-02-18,55.26,53.46,56.61,64.09,62.67,65.71,54.94,99,1.21,0.07,17.28,6.82,0.09,22.3,23,1010,96,55.07,2024,2,18,6,1,7,Winter,3.1499999999999986,3.039999999999992,Mild,50.444441999999995,22.21,Light,55.26,Very Heavy,1,0.28,Very Humid,Comfortable,Low,73.2057494980925,3.4298,72.3688594890511,0.15990875912408758,-17.108859489051106,5470.74,8.2522
Apopka,2024-02-19,54.76,44.88,64.17,63.43,61.27,66.74,47.17,79,0.23,0.03,207.54,6.19,0.0,18.54,355,1016,96,50.66,2024,2,19,0,1,8,Winter,19.29,5.469999999999992,Mild,50.786932,18.54,Light,54.76,Moderate,1,0.12,Humid,Dry,Moderate,87.13702054402914,1.4696,72.3688594890511,0.15990875912408758,-17.608859489051106,4326.04,1.4237000000000002
Apopka,2024-02-20,53.85,40.63,67.06,62.95,58.73,67.57,39.7,66,0.0,0.0,243.91,3.91,0.02,14.47,340,1021,96,46.86,2024,2,20,1,1,8,Winter,26.43,8.839999999999996,Mild,50.33253,14.450000000000001,Calm,53.85,No Rain,0,0.0,Humid,Dry,Moderate,77.57539845555223,0.9638999999999999,72.3688594890511,0.15990875912408758,-18.518859489051103,3554.1,0.0
Apopka,2024-02-21,54.89,42.45,69.12,63.66,59.65,68.16,39.51,62,0.0,0.0,239.41,6.01,0.02,20.04,20,1021,96,47.28,2024,2,21,2,1,8,Winter,26.67,8.509999999999998,Mild,51.798494,20.02,Light,54.89,No Rain,0,0.0,Humid,Dry,Moderate,76.03315271115304,0.9959,72.3688594890511,0.15990875912408758,-17.478859489051104,3403.18,0.0
Apopka,2024-02-22,57.57,41.25,73.89,64.39,59.7,69.66,44.72,67,0.0,0.0,240.43,3.65,0.0,14.56,288,1016,96,50.75,2024,2,22,3,1,8,Winter,32.64,9.959999999999994,Mild,54.821727,14.56,Calm,57.57,No Rain,0,0.0,Humid,Dry,Moderate,79.77560888453026,0.7675,72.3688594890511,0.15990875912408758,-14.798859489051104,3857.19,0.0
Apopka,2024-02-23,64.27,54.61,74.61,65.9,62.87,68.86,56.33,76,0.22,0.11,162.32,9.26,0.27,29.86,229,1008,96,59.42,2024,2,23,4,1,8,Winter,20.0,5.990000000000002,Mild,62.832916,29.59,Light,64.27,Moderate,1,0.44,Humid,Comfortable,Low,82.23540175376499,1.0969000000000002,72.3688594890511,0.15990875912408758,-8.098859489051108,4884.5199999999995,2.0372
Apopka,2024-02-24,62.61,55.78,70.11,66.9,64.08,69.96,47.59,63,0.0,0.0,247.62,8.32,0.02,25.86,291,1012,96,54.24,2024,2,24,5,1,8,Winter,14.329999999999998,5.8799999999999955,Mild,61.073619,25.84,Light,62.61,No Rain,0,0.0,Humid,Dry,Moderate,74.92317282203297,0.7023,72.3688594890511,0.15990875912408758,-9.758859489051105,3944.43,0.0
Apopka,2024-02-25,60.48,49.73,72.01,66.82,62.92,71.37,44.64,61,0.0,0.0,247.41,4.71,0.07,14.96,321,1018,96,51.99,2024,2,25,6,1,8,Winter,22.28000000000001,8.450000000000003,Mild,58.563624,14.89,Calm,60.48,No Rain,0,0.0,Humid,Dry,Moderate,80.35837969747683,0.6644000000000001,72.3688594890511,0.15990875912408758,-11.888859489051107,3689.2799999999997,0.0
Apopka,2024-02-26,60.57,43.68,74.89,67.11,62.6,72.09,46.49,65,0.0,0.0,247.25,3.46,0.0,16.62,153,1019,96,52.87,2024,2,26,0,1,9,Winter,31.21,9.490000000000002,Mild,58.547265,16.62,Calm,60.57,No Rain,0,0.0,Humid,Dry,Moderate,79.67598323511257,0.6099,72.3688594890511,0.15990875912408758,-11.798859489051104,3937.05,0.0
Apopka,2024-02-27,65.37,50.4,78.13,68.67,64.51,73.24,52.68,67,0.0,0.0,239.89,5.06,0.02,17.09,154,1018,96,57.87,2024,2,27,1,1,9,Winter,27.729999999999997,8.72999999999999,Mild,64.34630700000001,17.07,Light,65.37,No Rain,0,0.0,Humid,Comfortable,Moderate,88.39996832321374,0.43389999999999973,72.3688594890511,0.15990875912408758,-6.9988594890511,4379.79,0.0
Apopka,2024-02-28,70.11,60.12,81.64,70.9,67.28,75.18,60.53,73,0.0,0.0,226.41,5.33,0.11,20.87,221,1017,96,63.95,2024,2,28,2,1,9,Winter,21.520000000000003,7.900000000000006,Warm,70.136499,20.76,Light,70.11,No Rain,0,0.0,Humid,Sticky,Moderate,94.3535871022957,0.21869999999999998,72.3688594890511,0.15990875912408758,-2.2588594890511047,5118.03,0.0
Apopka,2024-02-29,65.69,59.86,74.59,71.27,69.04,73.54,61.42,87,0.0,0.0,149.16,7.4,0.07,20.89,41,1020,96,62.95,2024,2,29,3,1,9,Winter,14.730000000000004,4.5,Mild,64.45259899999999,20.82,Light,65.69,No Rain,0,0.0,Very Humid,Sticky,Low,86.11058690044742,0.5115000000000002,72.3688594890511,0.15990875912408758,-6.678859489051106,5715.03,0.0
Apopka,2024-03-01,71.33,61.9,80.74,71.85,69.35,74.89,63.65,79,0.0,0.0,159.97,5.63,0.2,21.34,117,1020,96,66.25,2024,3,1,4,1,9,Spring,18.839999999999996,5.540000000000006,Warm,71.676731,21.14,Light,71.33,No Rain,0,0.0,Humid,Sticky,Low,96.90683578382931,0.2916999999999999,72.3688594890511,0.15990875912408758,-1.0388594890511058,5635.07,0.0
Apopka,2024-03-02,72.21,65.53,79.95,73.48,71.2,76.12,66.39,83,0.0,0.0,134.98,4.26,0.0,15.5,196,1018,96,68.26,2024,3,2,5,1,9,Spring,14.420000000000002,4.920000000000002,Warm,72.81531899999999,15.5,Calm,72.21,No Rain,0,0.0,Very Humid,Uncomfortable,Low,94.23395650623391,0.2808999999999997,72.3688594890511,0.15990875912408758,-0.15885948905111036,5993.429999999999,0.0
Apopka,2024-03-03,68.73,62.17,79.02,73.81,71.83,76.21,64.05,86,0.06,0.05,140.58,4.68,0.0,27.2,86,1016,96,65.64,2024,3,3,6,1,9,Spring,16.849999999999994,4.3799999999999955,Mild,68.369574,27.2,Calm,68.73,Light,1,0.2,Very Humid,Sticky,Low,94.0687938977864,0.3706999999999998,72.3688594890511,0.15990875912408758,-3.6388594890511,5910.780000000001,0.2808
Apopka,2024-03-04,67.96,61.12,79.88,73.09,70.66,76.32,63.71,88,0.0,0.0,176.83,5.89,0.07,16.6,66,1016,96,65.16,2024,3,4,0,1,10,Spring,18.759999999999998,5.659999999999997,Mild,67.367584,16.53,Light,67.96,No Rain,0,0.0,Very Humid,Sticky,Low,90.99967088268359,0.3376000000000003,72.3688594890511,0.15990875912408758,-4.40885948905111,5980.48,0.0
Apopka,2024-03-05,71.16,64.49,79.21,73.83,72.16,75.76,65.98,85,0.01,0.01,107.66,6.2,0.54,18.16,102,1012,96,67.66,2024,3,5,1,1,10,Spring,14.719999999999999,3.6000000000000085,Warm,71.48537999999999,17.62,Light,71.16,Light,1,0.04,Very Humid,Uncomfortable,Low,92.56648564634948,0.32599999999999985,72.3688594890511,0.15990875912408758,-1.2088594890511075,6048.599999999999,0.062000000000000006
Apopka,2024-03-06,72.48,66.04,80.22,74.62,72.09,77.56,67.09,84,0.07,0.03,194.76,6.87,0.31,18.39,241,1009,96,68.81,2024,3,6,2,1,10,Spring,14.179999999999993,5.469999999999999,Warm,73.167456,18.080000000000002,Light,72.48,Light,1,0.12,Very Humid,Uncomfortable,Low,90.59132467631389,0.5388000000000002,72.3688594890511,0.15990875912408758,0.11114051094889987,6088.320000000001,0.48090000000000005
